date,product,region,quantity,price,revenue,cost,profit
2023-04-03,Delta Shoes,North,26,200.66,5217.16,3090.99,2126.17
2023-04-03,Delta Shoes,South,21,209.31,4395.51,2647.8,1747.71
2023-04-03,Delta Shoes,East,25,211.2,5280.0,3080.45,2199.55
2023-04-03,Delta Shoes,West,19,215.8,4100.2,2551.16,1549.04
2023-04-03,Epsilon Hat,North,16,77.38,1238.08,749.93,488.15
2023-04-03,Epsilon Hat,South,9,73.32,659.88,437.31,222.57
2023-04-03,Epsilon Hat,East,13,86.88,1129.44,665.64,463.8
2023-04-03,Epsilon Hat,West,12,80.7,968.4,551.27,417.13
2023-04-04,Alpha Shirt,North,26,198.79,5168.54,3213.88,1954.66
2023-04-04,Alpha Shirt,South,31,176.09,5458.79,3108.27,2350.52
2023-04-04,Alpha Shirt,East,23,202.08,4647.84,2600.91,2046.93
2023-04-04,Alpha Shirt,West,26,197.99,5147.74,3026.15,2121.59
2023-04-04,Beta Jeans,North,20,157.15,3143.0,2090.58,1052.42
2023-04-04,Beta Jeans,South,15,141.08,2116.2,1297.77,818.43
2023-04-04,Beta Jeans,East,14,156.07,2184.98,1391.77,793.21
2023-04-04,Beta Jeans,West,17,156.15,2654.55,1555.48,1099.07
2023-04-04,Gamma Jacket,North,26,168.39,4378.14,2587.27,1790.87
2023-04-04,Gamma Jacket,South,15,187.05,2805.75,1635.57,1170.18
2023-04-04,Gamma Jacket,East,22,186.04,4092.88,2547.33,1545.55
2023-04-04,Gamma Jacket,West,20,183.25,3665.0,2206.95,1458.05
2023-04-04,Delta Shoes,North,30,203.8,6114.0,3803.02,2310.98
2023-04-04,Delta Shoes,South,23,216.51,4979.73,2867.81,2111.92
2023-04-04,Delta Shoes,East,31,225.17,6980.27,4209.81,2770.46
2023-04-04,Delta Shoes,West,30,243.72,7311.6,4303.46,3008.14
2023-04-04,Epsilon Hat,North,3,78.04,234.12,121.19,112.93
2023-04-04,Epsilon Hat,South,5,75.67,378.35,223.17,155.18
2023-04-04,Epsilon Hat,East,12,79.35,952.2,573.13,379.07
2023-04-04,Epsilon Hat,West,10,68.79,687.9,421.7,266.2
2023-04-05,Alpha Shirt,North,26,201.28,5233.28,3239.78,1993.5
2023-04-05,Alpha Shirt,South,22,195.5,4301.0,2633.1,1667.9
2023-04-05,Alpha Shirt,East,21,210.27,4415.67,2563.58,1852.09
2023-04-05,Alpha Shirt,West,18,201.82,3632.76,2276.86,1355.9
2023-04-05,Beta Jeans,North,17,151.39,2573.63,1729.6,844.03
2023-04-05,Beta Jeans,South,20,165.03,3300.6,1970.72,1329.88
2023-04-05,Beta Jeans,East,12,149.49,1793.88,1000.62,793.26
2023-04-05,Beta Jeans,West,22,145.42,3199.24,1896.44,1302.8
2023-04-05,Gamma Jacket,North,23,182.38,4194.74,2524.86,1669.88
2023-04-05,Gamma Jacket,South,15,184.52,2767.8,1658.29,1109.51
2023-04-05,Gamma Jacket,East,15,190.11,2851.65,1768.91,1082.74
2023-04-05,Gamma Jacket,West,26,183.78,4778.28,3054.03,1724.25
2023-04-05,Delta Shoes,North,24,234.35,5624.4,3397.45,2226.95
2023-04-05,Delta Shoes,South,31,213.49,6618.19,4223.92,2394.27
2023-04-05,Delta Shoes,East,29,222.06,6439.74,3938.88,2500.86
2023-04-05,Delta Shoes,West,24,226.88,5445.12,3509.59,1935.53
2023-04-05,Epsilon Hat,North,10,79.87,798.7,473.98,324.72
2023-04-05,Epsilon Hat,South,14,82.35,1152.9,691.97,460.93
2023-04-05,Epsilon Hat,East,10,79.74,797.4,489.16,308.24
2023-04-05,Epsilon Hat,West,13,85.84,1115.92,669.63,446.29
2023-04-06,Alpha Shirt,North,19,188.45,3580.55,2010.51,1570.04
2023-04-06,Alpha Shirt,South,27,195.98,5291.46,3232.76,2058.7
2023-04-06,Alpha Shirt,East,29,205.57,5961.53,3381.7,2579.83
2023-04-06,Alpha Shirt,West,31,204.28,6332.68,3420.79,2911.89
2023-04-06,Beta Jeans,North,22,161.42,3551.24,2109.39,1441.85
2023-04-06,Beta Jeans,South,16,150.98,2415.68,1410.2,1005.48
2023-04-06,Beta Jeans,East,17,137.68,2340.56,1312.57,1027.99
2023-04-06,Beta Jeans,West,16,151.73,2427.68,1588.84,838.84
2023-04-06,Gamma Jacket,North,29,180.25,5227.25,3569.59,1657.66
2023-04-06,Gamma Jacket,South,22,185.89,4089.58,2361.38,1728.2
2023-04-06,Gamma Jacket,East,22,187.78,4131.16,2338.39,1792.77
2023-04-06,Gamma Jacket,West,32,181.19,5798.08,3504.84,2293.24
2023-04-06,Delta Shoes,North,25,221.37,5534.25,3119.8,2414.45
2023-04-06,Delta Shoes,South,23,192.8,4434.4,2764.6,1669.8
2023-04-06,Delta Shoes,East,18,217.05,3906.9,2385.94,1520.96
2023-04-06,Delta Shoes,West,44,235.7,10370.8,6338.03,4032.77
2023-04-06,Epsilon Hat,North,12,80.63,967.56,608.88,358.68
2023-04-06,Epsilon Hat,South,10,80.01,800.1,474.77,325.33
2023-04-06,Epsilon Hat,East,9,70.06,630.54,358.66,271.88
2023-04-06,Epsilon Hat,West,9,86.26,776.34,484.49,291.85
2023-04-07,Alpha Shirt,North,27,212.22,5729.94,3241.64,2488.3
2023-04-07,Alpha Shirt,South,22,185.85,4088.7,2357.51,1731.19
2023-04-07,Alpha Shirt,East,17,196.0,3332.0,2049.6,1282.4
2023-04-07,Alpha Shirt,West,20,205.92,4118.4,2541.39,1577.01
2023-04-07,Beta Jeans,North,14,161.67,2263.38,1374.78,888.6
2023-04-07,Beta Jeans,South,21,146.97,3086.37,1927.94,1158.43
2023-04-07,Beta Jeans,East,19,141.14,2681.66,1408.4,1273.26
2023-04-07,Beta Jeans,West,20,153.23,3064.6,1930.14,1134.46
2023-04-07,Gamma Jacket,North,21,178.39,3746.19,2251.49,1494.7
2023-04-07,Gamma Jacket,South,17,175.9,2990.3,1808.2,1182.1
2023-04-07,Gamma Jacket,East,19,196.28,3729.32,2337.88,1391.44
2023-04-07,Gamma Jacket,West,25,185.65,4641.25,2770.28,1870.97
2023-04-07,Delta Shoes,North,22,222.46,4894.12,2812.22,2081.9
2023-04-07,Delta Shoes,South,30,219.53,6585.9,4176.54,2409.36
2023-04-07,Delta Shoes,East,20,232.1,4642.0,3005.21,1636.79
2023-04-07,Delta Shoes,West,28,229.48,6425.44,3915.14,2510.3
2023-04-07,Epsilon Hat,North,13,80.97,1052.61,601.0,451.61
2023-04-07,Epsilon Hat,South,9,76.67,690.03,400.05,289.98
2023-04-07,Epsilon Hat,East,10,88.09,880.9,576.93,303.97
2023-04-07,Epsilon Hat,West,11,76.44,840.84,480.27,360.57
2023-04-08,Alpha Shirt,North,33,203.92,6729.36,3828.75,2900.61
2023-04-08,Alpha Shirt,South,28,189.29,5300.12,3055.36,2244.76
2023-04-08,Alpha Shirt,East,23,215.89,4965.47,3053.93,1911.54
2023-04-08,Alpha Shirt,West,25,200.63,5015.75,2899.85,2115.9
2023-04-08,Beta Jeans,North,21,156.34,3283.14,2029.35,1253.79
2023-04-08,Beta Jeans,South,17,162.56,2763.52,1583.42,1180.1
2023-04-08,Beta Jeans,East,16,146.66,2346.56,1372.48,974.08
2023-04-08,Beta Jeans,West,17,147.21,2502.57,1368.21,1134.36
2023-04-08,Gamma Jacket,North,19,192.9,3665.1,2220.11,1444.99
2023-04-08,Gamma Jacket,South,19,190.75,3624.25,2316.02,1308.23
2023-04-08,Gamma Jacket,East,21,184.46,3873.66,2399.08,1474.58
2023-04-08,Gamma Jacket,West,20,174.62,3492.4,2107.01,1385.39
2023-04-08,Delta Shoes,North,25,231.01,5775.25,3329.72,2445.53
2023-04-08,Delta Shoes,South,31,230.14,7134.34,4462.83,2671.51
2023-04-08,Delta Shoes,East,26,229.05,5955.3,3580.6,2374.7
2023-04-08,Delta Shoes,West,29,212.14,6152.06,4022.44,2129.62
2023-04-08,Epsilon Hat,North,14,79.43,1112.02,672.86,439.16
2023-04-08,Epsilon Hat,South,8,80.49,643.92,382.17,261.75
2023-04-08,Epsilon Hat,East,12,84.38,1012.56,562.79,449.77
2023-04-08,Epsilon Hat,West,12,80.86,970.32,571.93,398.39
2023-04-09,Alpha Shirt,North,19,209.88,3987.72,2447.57,1540.15
2023-04-09,Alpha Shirt,South,23,193.43,4448.89,2525.41,1923.48
2023-04-09,Alpha Shirt,East,19,218.49,4151.31,2327.93,1823.38
2023-04-09,Alpha Shirt,West,29,205.99,5973.71,3615.71,2358.0
2023-04-09,Beta Jeans,North,16,155.78,2492.48,1608.11,884.37
2023-04-09,Beta Jeans,South,14,131.56,1841.84,1050.91,790.93
2023-04-09,Beta Jeans,East,22,155.05,3411.1,2077.88,1333.22
2023-04-09,Beta Jeans,West,13,160.54,2087.02,1264.78,822.24
2023-04-09,Gamma Jacket,North,22,172.28,3790.16,2211.98,1578.18
2023-04-09,Gamma Jacket,South,21,179.31,3765.51,2407.68,1357.83
2023-04-09,Gamma Jacket,East,25,173.96,4349.0,2621.04,1727.96
2023-04-09,Gamma Jacket,West,25,184.0,4600.0,2819.87,1780.13
2023-04-09,Delta Shoes,North,23,247.53,5693.19,3333.25,2359.94
2023-04-09,Delta Shoes,South,24,216.92,5206.08,3103.78,2102.3
2023-04-09,Delta Shoes,East,26,221.83,5767.58,3261.61,2505.97
2023-04-09,Delta Shoes,West,21,210.59,4422.39,2617.13,1805.26
2023-04-09,Epsilon Hat,North,9,80.9,728.1,461.28,266.82
2023-04-09,Epsilon Hat,South,9,80.31,722.79,456.57,266.22
2023-04-09,Epsilon Hat,East,12,81.31,975.72,549.26,426.46
2023-04-09,Epsilon Hat,West,14,74.89,1048.46,595.01,453.45
2023-04-10,Alpha Shirt,North,36,202.34,7284.24,4833.12,2451.12
2023-04-10,Alpha Shirt,South,23,210.77,4847.71,2906.03,1941.68
2023-04-10,Alpha Shirt,East,32,196.65,6292.8,3882.46,2410.34
2023-04-10,Alpha Shirt,West,31,212.91,6600.21,4020.91,2579.3
2023-04-10,Beta Jeans,North,24,161.37,3872.88,2148.57,1724.31
2023-04-10,Beta Jeans,South,10,147.67,1476.7,903.85,572.85
2023-04-10,Beta Jeans,East,18,135.65,2441.7,1394.33,1047.37
2023-04-10,Beta Jeans,West,18,158.91,2860.38,1760.96,1099.42
2023-04-10,Gamma Jacket,North,22,161.45,3551.9,2177.0,1374.9
2023-04-10,Gamma Jacket,South,25,174.04,4351.0,2621.92,1729.08
2023-04-10,Gamma Jacket,East,17,188.6,3206.2,1808.53,1397.67
2023-04-10,Gamma Jacket,West,19,166.59,3165.21,1913.03,1252.18
2023-04-10,Delta Shoes,North,35,232.78,8147.3,4843.19,3304.11
2023-04-10,Delta Shoes,South,29,238.54,6917.66,4016.48,2901.18
2023-04-10,Delta Shoes,East,33,237.84,7848.72,4586.83,3261.89
2023-04-10,Delta Shoes,West,29,228.79,6634.91,3982.17,2652.74
2023-04-10,Epsilon Hat,North,7,80.2,561.4,314.07,247.33
2023-04-10,Epsilon Hat,South,7,80.16,561.12,351.74,209.38
2023-04-10,Epsilon Hat,East,7,79.41,555.87,341.95,213.92
2023-04-10,Epsilon Hat,West,9,80.47,724.23,443.05,281.18
2023-04-11,Alpha Shirt,North,31,203.46,6307.26,3772.61,2534.65
2023-04-11,Alpha Shirt,South,26,201.21,5231.46,3188.16,2043.3
2023-04-11,Alpha Shirt,East,25,194.13,4853.25,2802.58,2050.67
2023-04-11,Alpha Shirt,West,22,191.2,4206.4,2501.85,1704.55
2023-04-11,Beta Jeans,North,19,158.15,3004.85,1843.09,1161.76
2023-04-11,Beta Jeans,South,18,164.16,2954.88,1687.37,1267.51
2023-04-11,Beta Jeans,East,14,150.11,2101.54,1285.27,816.27
2023-04-11,Beta Jeans,West,26,150.74,3919.24,2290.12,1629.12
2023-04-11,Gamma Jacket,North,19,174.9,3323.1,2074.7,1248.4
2023-04-11,Gamma Jacket,South,27,191.0,5157.0,2836.03,2320.97
2023-04-11,Gamma Jacket,East,24,182.27,4374.48,2703.31,1671.17
2023-04-11,Gamma Jacket,West,21,181.64,3814.44,2138.28,1676.16
2023-04-11,Delta Shoes,North,39,225.68,8801.52,5562.23,3239.29
2023-04-11,Delta Shoes,South,24,240.85,5780.4,3442.17,2338.23
2023-04-11,Delta Shoes,East,23,222.2,5110.6,3056.09,2054.51
2023-04-11,Delta Shoes,West,30,214.2,6426.0,3638.28,2787.72
2023-04-11,Epsilon Hat,North,6,74.29,445.74,264.96,180.78
2023-04-11,Epsilon Hat,South,11,87.93,967.23,535.66,431.57
2023-04-11,Epsilon Hat,East,7,76.22,533.54,322.11,211.43
2023-04-11,Epsilon Hat,West,6,74.52,447.12,291.94,155.18
2023-04-12,Alpha Shirt,North,35,192.26,6729.1,3992.31,2736.79
2023-04-12,Alpha Shirt,South,18,201.43,3625.74,2238.03,1387.71
2023-04-12,Alpha Shirt,East,28,198.28,5551.84,3306.68,2245.16
2023-04-12,Alpha Shirt,West,33,223.49,7375.17,4635.27,2739.9
2023-04-12,Beta Jeans,North,19,147.49,2802.31,1670.01,1132.3
2023-04-12,Beta Jeans,South,17,163.59,2781.03,1716.93,1064.1
2023-04-12,Beta Jeans,East,19,158.17,3005.23,1770.75,1234.48
2023-04-12,Beta Jeans,West,15,146.47,2197.05,1417.0,780.05
2023-04-12,Gamma Jacket,North,19,179.43,3409.17,2037.46,1371.71
2023-04-12,Gamma Jacket,South,22,176.21,3876.62,2447.51,1429.11
2023-04-12,Gamma Jacket,East,14,190.39,2665.46,1614.76,1050.7
2023-04-12,Gamma Jacket,West,20,180.03,3600.6,2139.33,1461.27
2023-04-12,Delta Shoes,North,28,229.4,6423.2,3855.73,2567.47
2023-04-12,Delta Shoes,South,29,220.15,6384.35,3828.07,2556.28
2023-04-12,Delta Shoes,East,30,219.56,6586.8,3852.88,2733.92
2023-04-12,Delta Shoes,West,24,215.35,5168.4,3260.39,1908.01
2023-04-12,Epsilon Hat,North,10,84.97,849.7,503.28,346.42
2023-04-12,Epsilon Hat,South,9,84.22,757.98,476.25,281.73
2023-04-12,Epsilon Hat,East,10,78.93,789.3,456.8,332.5
2023-04-12,Epsilon Hat,West,8,79.29,634.32,384.27,250.05
2023-04-13,Alpha Shirt,North,22,215.68,4744.96,2953.52,1791.44
2023-04-13,Alpha Shirt,South,22,192.84,4242.48,2766.82,1475.66
2023-04-13,Alpha Shirt,East,15,203.33,3049.95,1689.96,1359.99
2023-04-13,Alpha Shirt,West,23,201.92,4644.16,2567.8,2076.36
2023-04-13,Beta Jeans,North,12,143.55,1722.6,1100.72,621.88
2023-04-13,Beta Jeans,South,12,151.4,1816.8,1009.98,806.82
2023-04-13,Beta Jeans,East,23,154.96,3564.08,2369.16,1194.92
2023-04-13,Beta Jeans,West,26,135.46,3521.96,2126.59,1395.37
2023-04-13,Gamma Jacket,North,22,180.01,3960.22,2646.99,1313.23
2023-04-13,Gamma Jacket,South,15,189.05,2835.75,1696.96,1138.79
2023-04-13,Gamma Jacket,East,23,187.46,4311.58,2345.38,1966.2
2023-04-13,Gamma Jacket,West,22,179.91,3958.02,2297.31,1660.71
2023-04-13,Delta Shoes,North,24,221.14,5307.36,2870.77,2436.59
2023-04-13,Delta Shoes,South,34,226.95,7716.3,4729.88,2986.42
2023-04-13,Delta Shoes,East,24,231.46,5555.04,3258.2,2296.84
2023-04-13,Delta Shoes,West,15,227.4,3411.0,2235.23,1175.77
2023-04-13,Epsilon Hat,North,9,75.84,682.56,391.76,290.8
2023-04-13,Epsilon Hat,South,11,76.88,845.68,563.51,282.17
2023-04-13,Epsilon Hat,East,12,75.55,906.6,555.74,350.86
2023-04-13,Epsilon Hat,West,5,75.65,378.25,258.74,119.51
2023-04-14,Alpha Shirt,North,13,195.13,2536.69,1353.25,1183.44
2023-04-14,Alpha Shirt,South,21,208.26,4373.46,2666.28,1707.18
2023-04-14,Alpha Shirt,East,20,197.21,3944.2,2322.63,1621.57
2023-04-14,Alpha Shirt,West,12,199.19,2390.28,1494.07,896.21
2023-04-14,Beta Jeans,North,27,153.75,4151.25,2600.9,1550.35
2023-04-14,Beta Jeans,South,24,158.92,3814.08,2212.35,1601.73
2023-04-14,Beta Jeans,East,15,151.37,2270.55,1236.06,1034.49
2023-04-14,Beta Jeans,West,16,148.48,2375.68,1505.39,870.29
2023-04-14,Gamma Jacket,North,21,181.64,3814.44,2322.36,1492.08
2023-04-14,Gamma Jacket,South,21,176.21,3700.41,2269.97,1430.44
2023-04-14,Gamma Jacket,East,27,190.78,5151.06,3046.51,2104.55
2023-04-14,Gamma Jacket,West,20,188.38,3767.6,2465.2,1302.4
2023-04-14,Delta Shoes,North,28,216.35,6057.8,3356.88,2700.92
2023-04-14,Delta Shoes,South,21,211.28,4436.88,2503.63,1933.25
2023-04-14,Delta Shoes,East,27,223.01,6021.27,3504.29,2516.98
2023-04-14,Delta Shoes,West,26,211.34,5494.84,3334.21,2160.63
2023-04-14,Epsilon Hat,North,13,85.74,1114.62,639.12,475.5
2023-04-14,Epsilon Hat,South,8,79.44,635.52,430.72,204.8
2023-04-14,Epsilon Hat,East,10,84.41,844.1,510.96,333.14
2023-04-14,Epsilon Hat,West,10,81.95,819.5,502.46,317.04
2023-04-15,Alpha Shirt,North,22,197.63,4347.86,2651.58,1696.28
2023-04-15,Alpha Shirt,South,27,211.18,5701.86,3449.3,2252.56
2023-04-15,Alpha Shirt,East,17,213.56,3630.52,2196.46,1434.06
2023-04-15,Alpha Shirt,West,20,187.59,3751.8,2206.02,1545.78
2023-04-15,Beta Jeans,North,22,144.47,3178.34,1909.38,1268.96
2023-04-15,Beta Jeans,South,17,134.12,2280.04,1453.25,826.79
2023-04-15,Beta Jeans,East,18,154.56,2782.08,1664.3,1117.78
2023-04-15,Beta Jeans,West,24,168.89,4053.36,2648.54,1404.82
2023-04-15,Gamma Jacket,North,27,184.55,4982.85,2986.79,1996.06
2023-04-15,Gamma Jacket,South,25,177.25,4431.25,2608.29,1822.96
2023-04-15,Gamma Jacket,East,26,173.09,4500.34,2597.37,1902.97
2023-04-15,Gamma Jacket,West,21,178.94,3757.74,2371.08,1386.66
2023-04-15,Delta Shoes,North,26,218.58,5683.08,3169.41,2513.67
2023-04-15,Delta Shoes,South,27,216.1,5834.7,3321.35,2513.35
2023-04-15,Delta Shoes,East,30,236.88,7106.4,3824.56,3281.84
2023-04-15,Delta Shoes,West,35,219.64,7687.4,4355.6,3331.8
2023-04-15,Epsilon Hat,North,4,72.42,289.68,172.42,117.26
2023-04-15,Epsilon Hat,South,9,81.63,734.67,420.89,313.78
2023-04-15,Epsilon Hat,East,18,88.24,1588.32,1017.94,570.38
2023-04-15,Epsilon Hat,West,11,82.27,904.97,534.63,370.34
2023-04-16,Alpha Shirt,North,31,179.49,5564.19,3496.59,2067.6
2023-04-16,Alpha Shirt,South,32,203.88,6524.16,3882.68,2641.48
2023-04-16,Alpha Shirt,East,25,202.88,5072.0,2851.19,2220.81
2023-04-16,Alpha Shirt,West,30,204.29,6128.7,3478.46,2650.24
2023-04-16,Beta Jeans,North,16,157.5,2520.0,1578.27,941.73
2023-04-16,Beta Jeans,South,19,151.11,2871.09,1639.78,1231.31
2023-04-16,Beta Jeans,East,23,153.07,3520.61,2059.6,1461.01
2023-04-16,Beta Jeans,West,13,152.11,1977.43,1101.64,875.79
2023-04-16,Gamma Jacket,North,27,179.35,4842.45,2782.0,2060.45
2023-04-16,Gamma Jacket,South,26,175.34,4558.84,2805.18,1753.66
2023-04-16,Gamma Jacket,East,18,182.2,3279.6,1958.18,1321.42
2023-04-16,Gamma Jacket,West,27,176.78,4773.06,2913.8,1859.26
2023-04-16,Delta Shoes,North,34,222.57,7567.38,4398.8,3168.58
2023-04-16,Delta Shoes,South,30,232.78,6983.4,4378.86,2604.54
2023-04-16,Delta Shoes,East,22,209.63,4611.86,2651.2,1960.66
2023-04-16,Delta Shoes,West,23,200.02,4600.46,2869.31,1731.15
2023-04-16,Epsilon Hat,North,5,76.52,382.6,229.32,153.28
2023-04-16,Epsilon Hat,South,14,74.65,1045.1,599.29,445.81
2023-04-16,Epsilon Hat,East,10,83.35,833.5,504.27,329.23
2023-04-16,Epsilon Hat,West,8,77.29,618.32,364.05,254.27
2023-04-17,Alpha Shirt,North,30,190.73,5721.9,3341.55,2380.35
2023-04-17,Alpha Shirt,South,26,199.17,5178.42,2842.14,2336.28
2023-04-17,Alpha Shirt,East,27,194.57,5253.39,3042.19,2211.2
2023-04-17,Alpha Shirt,West,26,192.0,4992.0,2992.52,1999.48
2023-04-17,Beta Jeans,North,17,162.19,2757.23,1541.7,1215.53
2023-04-17,Beta Jeans,South,18,150.27,2704.86,1534.73,1170.13
2023-04-17,Beta Jeans,East,16,142.16,2274.56,1350.48,924.08
2023-04-17,Beta Jeans,West,21,141.26,2966.46,1789.01,1177.45
2023-04-17,Gamma Jacket,North,16,186.18,2978.88,1751.73,1227.15
2023-04-17,Gamma Jacket,South,14,157.57,2205.98,1367.26,838.72
2023-04-17,Gamma Jacket,East,20,186.19,3723.8,2195.5,1528.3
2023-04-17,Gamma Jacket,West,26,174.2,4529.2,2825.31,1703.89
2023-04-17,Delta Shoes,North,29,212.38,6159.02,3885.0,2274.02
2023-04-17,Delta Shoes,South,26,196.31,5104.06,3096.8,2007.26
2023-04-17,Delta Shoes,East,27,211.77,5717.79,3480.7,2237.09
2023-04-17,Delta Shoes,West,30,226.99,6809.7,3876.17,2933.53
2023-04-17,Epsilon Hat,North,14,82.76,1158.64,688.19,470.45
2023-04-17,Epsilon Hat,South,12,77.62,931.44,547.06,384.38
2023-04-17,Epsilon Hat,East,6,80.2,481.2,291.75,189.45
2023-04-17,Epsilon Hat,West,8,80.83,646.64,385.48,261.16
2023-04-18,Alpha Shirt,North,16,209.42,3350.72,2018.12,1332.6
2023-04-18,Alpha Shirt,South,16,186.68,2986.88,1909.33,1077.55
2023-04-18,Alpha Shirt,East,21,207.63,4360.23,2736.8,1623.43
2023-04-18,Alpha Shirt,West,29,202.17,5862.93,3268.56,2594.37
2023-04-18,Beta Jeans,North,23,137.49,3162.27,1991.34,1170.93
2023-04-18,Beta Jeans,South,15,149.15,2237.25,1371.41,865.84
2023-04-18,Beta Jeans,East,13,151.23,1965.99,1135.79,830.2
2023-04-18,Beta Jeans,West,14,148.31,2076.34,1312.77,763.57
2023-04-18,Gamma Jacket,North,30,193.1,5793.0,3373.61,2419.39
2023-04-18,Gamma Jacket,South,14,178.32,2496.48,1660.5,835.98
2023-04-18,Gamma Jacket,East,21,183.48,3853.08,2311.91,1541.17
2023-04-18,Gamma Jacket,West,19,172.44,3276.36,1899.36,1377.0
2023-04-18,Delta Shoes,North,38,213.71,8120.98,5071.22,3049.76
2023-04-18,Delta Shoes,South,25,200.32,5008.0,3156.11,1851.89
2023-04-18,Delta Shoes,East,30,233.98,7019.4,4142.76,2876.64
2023-04-18,Delta Shoes,West,35,236.22,8267.7,5061.97,3205.73
2023-04-18,Epsilon Hat,North,5,77.38,386.9,234.4,152.5
2023-04-18,Epsilon Hat,South,5,75.29,376.45,243.51,132.94
2023-04-18,Epsilon Hat,East,18,77.98,1403.64,797.63,606.01
2023-04-18,Epsilon Hat,West,10,79.23,792.3,443.54,348.76
2023-04-19,Alpha Shirt,North,29,200.33,5809.57,3419.03,2390.54
2023-04-19,Alpha Shirt,South,37,204.4,7562.8,4520.66,3042.14
2023-04-19,Alpha Shirt,East,28,204.13,5715.64,3438.75,2276.89
2023-04-19,Alpha Shirt,West,28,189.82,5314.96,3015.82,2299.14
2023-04-19,Beta Jeans,North,23,138.18,3178.14,1944.52,1233.62
2023-04-19,Beta Jeans,South,23,152.72,3512.56,2230.05,1282.51
2023-04-19,Beta Jeans,East,14,142.8,1999.2,1128.63,870.57
2023-04-19,Beta Jeans,West,17,141.26,2401.42,1546.8,854.62
2023-04-19,Gamma Jacket,North,24,190.67,4576.08,2868.97,1707.11
2023-04-19,Gamma Jacket,South,25,168.5,4212.5,2642.62,1569.88
2023-04-19,Gamma Jacket,East,21,170.65,3583.65,2269.83,1313.82
2023-04-19,Gamma Jacket,West,20,185.9,3718.0,2432.2,1285.8
2023-04-19,Delta Shoes,North,25,198.63,4965.75,3330.97,1634.78
2023-04-19,Delta Shoes,South,27,206.02,5562.54,3498.26,2064.28
2023-04-19,Delta Shoes,East,21,229.84,4826.64,2944.4,1882.24
2023-04-19,Delta Shoes,West,26,227.27,5909.02,3635.86,2273.16
2023-04-19,Epsilon Hat,North,7,66.5,465.5,273.02,192.48
2023-04-19,Epsilon Hat,South,11,79.36,872.96,516.44,356.52
2023-04-19,Epsilon Hat,East,11,85.46,940.06,562.72,377.34
2023-04-19,Epsilon Hat,West,11,84.42,928.62,553.63,374.99
2023-04-20,Alpha Shirt,North,34,206.42,7018.28,4130.31,2887.97
2023-04-20,Alpha Shirt,South,23,199.24,4582.52,2521.09,2061.43
2023-04-20,Alpha Shirt,East,24,227.15,5451.6,3516.59,1935.01
2023-04-20,Alpha Shirt,West,25,203.03,5075.75,2955.74,2120.01
2023-04-20,Beta Jeans,North,26,149.29,3881.54,2350.05,1531.49
2023-04-20,Beta Jeans,South,19,151.23,2873.37,1735.13,1138.24
2023-04-20,Beta Jeans,East,24,147.35,3536.4,2145.96,1390.44
2023-04-20,Beta Jeans,West,12,159.73,1916.76,1145.49,771.27
2023-04-20,Gamma Jacket,North,17,191.14,3249.38,1924.5,1324.88
2023-04-20,Gamma Jacket,South,22,172.26,3789.72,2351.07,1438.65
2023-04-20,Gamma Jacket,East,33,177.26,5849.58,3618.64,2230.94
2023-04-20,Gamma Jacket,West,22,175.86,3868.92,2197.94,1670.98
2023-04-20,Delta Shoes,North,22,219.47,4828.34,2698.95,2129.39
2023-04-20,Delta Shoes,South,32,223.09,7138.88,4456.59,2682.29
2023-04-20,Delta Shoes,East,30,240.57,7217.1,4222.18,2994.92
2023-04-20,Delta Shoes,West,18,212.1,3817.8,2380.41,1437.39
2023-04-20,Epsilon Hat,North,7,87.56,612.92,367.96,244.96
2023-04-20,Epsilon Hat,South,7,77.42,541.94,313.3,228.64
2023-04-20,Epsilon Hat,East,9,84.71,762.39,499.38,263.01
2023-04-20,Epsilon Hat,West,8,76.85,614.8,349.37,265.43
2023-04-21,Alpha Shirt,North,24,196.78,4722.72,2793.13,1929.59
2023-04-21,Alpha Shirt,South,13,187.15,2432.95,1436.9,996.05
2023-04-21,Alpha Shirt,East,23,182.8,4204.4,2481.32,1723.08
2023-04-21,Alpha Shirt,West,23,203.01,4669.23,2795.27,1873.96
2023-04-21,Beta Jeans,North,16,154.64,2474.24,1568.05,906.19
2023-04-21,Beta Jeans,South,24,152.05,3649.2,2187.24,1461.96
2023-04-21,Beta Jeans,East,21,156.04,3276.84,1970.43,1306.41
2023-04-21,Beta Jeans,West,21,137.48,2887.08,1793.93,1093.15
2023-04-21,Gamma Jacket,North,17,183.52,3119.84,1911.08,1208.76
2023-04-21,Gamma Jacket,South,24,180.65,4335.6,2902.43,1433.17
2023-04-21,Gamma Jacket,East,23,173.79,3997.17,2385.01,1612.16
2023-04-21,Gamma Jacket,West,27,191.04,5158.08,3164.71,1993.37
2023-04-21,Delta Shoes,North,26,225.09,5852.34,3731.86,2120.48
2023-04-21,Delta Shoes,South,23,235.28,5411.44,3370.46,2040.98
2023-04-21,Delta Shoes,East,28,217.34,6085.52,3503.18,2582.34
2023-04-21,Delta Shoes,West,32,220.62,7059.84,4117.77,2942.07
2023-04-21,Epsilon Hat,North,10,76.94,769.4,420.19,349.21
2023-04-21,Epsilon Hat,South,13,79.19,1029.47,612.72,416.75
2023-04-21,Epsilon Hat,East,12,78.78,945.36,595.87,349.49
2023-04-21,Epsilon Hat,West,7,77.09,539.63,321.35,218.28
