customer_id,join_date,segment,orders,clv,satisfaction,churn_flag
C01222,2024-03-23,Low Value,1,57.03,3.79,0
C01223,2023-10-19,Mid Value,4,418.06,4.08,0
C01224,2023-02-07,Mid Value,6,797.16,4.84,0
C01225,2024-11-14,Mid Value,3,357.81,5.0,0
C01226,2024-06-28,Low Value,2,81.63,2.69,0
C01227,2024-12-17,Low Value,4,228.09,3.66,0
C01228,2023-09-02,High Value,7,2757.72,3.12,0
C01229,2024-10-22,Mid Value,2,265.71,3.68,0
C01230,2023-10-22,Mid Value,4,438.62,4.5,0
C01231,2023-08-16,Low Value,2,105.68,2.67,1
C01232,2024-10-19,Mid Value,6,870.11,4.13,0
C01233,2024-08-08,Mid Value,1,131.83,4.44,0
C01234,2023-05-13,Low Value,1,56.31,3.27,1
C01235,2024-07-16,Low Value,1,47.21,3.67,0
C01236,2024-10-18,Mid Value,6,703.11,4.38,0
C01237,2024-01-31,Low Value,1,33.72,3.58,0
C01238,2024-01-28,Mid Value,6,776.04,4.28,0
C01239,2023-12-22,Mid Value,6,785.43,4.73,0
C01240,2024-11-16,Low Value,3,182.11,4.14,0
C01241,2023-11-01,Low Value,3,174.38,4.25,1
C01242,2023-03-09,Mid Value,5,568.77,4.07,0
C01243,2024-05-01,Low Value,2,121.91,2.02,0
C01244,2023-11-21,Low Value,3,138.97,4.17,0
C01245,2024-01-03,Low Value,1,49.74,2.2,0
C01246,2023-07-08,Mid Value,5,637.72,5.0,0
C01247,2023-08-21,High Value,6,2381.89,3.68,0
C01248,2024-03-08,Mid Value,6,400.26,3.18,0
C01249,2024-06-26,High Value,6,1685.06,4.04,0
C01250,2023-06-22,Mid Value,5,703.74,4.38,0
C01251,2023-08-21,High Value,5,1741.7,3.14,0
C01252,2024-04-14,Mid Value,1,119.58,4.1,0
C01253,2024-03-05,Mid Value,9,1196.09,3.87,0
C01254,2023-12-01,Mid Value,4,295.45,4.4,0
C01255,2024-02-20,Mid Value,6,529.1,4.42,1
C01256,2023-12-11,Low Value,5,272.48,3.22,0
C01257,2024-01-12,Mid Value,5,661.41,5.0,0
C01258,2024-01-06,High Value,4,1247.93,3.88,0
C01259,2024-02-09,Low Value,1,62.04,4.64,0
C01260,2024-08-02,Mid Value,5,749.04,4.6,0
C01261,2024-01-22,Low Value,2,124.05,3.48,0
C01262,2024-12-05,Low Value,1,54.35,3.0,0
C01263,2024-01-14,High Value,6,2102.45,3.96,0
C01264,2023-09-27,Low Value,2,118.59,3.17,0
C01265,2024-03-13,High Value,6,1722.85,2.79,0
C01266,2024-04-09,High Value,7,2203.35,3.62,0
C01267,2024-02-04,Mid Value,7,1135.76,4.33,0
C01268,2023-04-29,Low Value,3,146.29,3.79,1
C01269,2024-12-14,Low Value,1,31.88,2.53,0
C01270,2023-03-24,Mid Value,3,315.87,4.2,0
C01271,2024-07-31,Mid Value,3,312.99,4.19,0
C01272,2024-03-03,Mid Value,1,141.17,3.46,0
C01273,2024-10-17,High Value,15,4668.89,4.46,0
C01274,2024-02-11,High Value,7,2755.22,4.7,0
C01275,2024-12-20,High Value,4,1221.94,3.38,0
C01276,2023-07-13,High Value,10,3191.28,3.64,0
C01277,2023-07-10,Low Value,2,93.06,3.67,1
C01278,2024-07-16,Low Value,5,296.34,4.01,1
C01279,2024-10-31,Mid Value,4,576.99,3.34,0
C01280,2024-12-20,Low Value,3,184.26,3.15,0
C01281,2024-05-21,Mid Value,6,619.07,3.7,0
C01282,2023-07-29,Low Value,1,58.06,3.73,0
C01283,2024-09-29,Low Value,1,62.59,2.73,0
C01284,2024-05-15,Mid Value,2,233.94,3.94,0
C01285,2023-03-08,Low Value,1,50.01,3.6,1
C01286,2023-12-23,Low Value,2,108.06,2.75,0
C01287,2023-04-28,Mid Value,3,302.76,4.26,0
C01288,2024-02-03,Low Value,6,227.03,3.42,0
C01289,2024-11-27,Mid Value,6,860.13,4.7,0
C01290,2023-06-08,Mid Value,2,256.17,3.86,0
C01291,2024-08-11,Low Value,2,126.31,4.14,0
C01292,2023-12-16,Mid Value,7,1155.51,4.53,0
C01293,2024-08-09,High Value,4,1393.2,4.46,1
C01294,2024-07-19,High Value,5,1974.74,5.0,0
C01295,2024-08-25,Mid Value,2,272.51,4.02,0
C01296,2024-05-12,Low Value,1,40.24,3.97,0
C01297,2024-01-18,Low Value,5,290.83,2.99,0
C01298,2023-08-27,Low Value,2,66.02,3.05,0
C01299,2023-08-07,Low Value,3,117.77,2.69,0
C01300,2023-06-01,Low Value,1,67.48,3.65,0
C01301,2024-06-26,Low Value,1,61.7,3.56,0
C01302,2023-12-27,Low Value,3,159.13,3.51,0
C01303,2023-11-08,Low Value,1,58.22,3.35,0
C01304,2024-04-16,Mid Value,4,488.05,3.5,0
C01305,2024-01-25,Low Value,1,54.15,3.01,0
C01306,2023-04-09,High Value,5,1389.28,4.23,0
C01307,2024-03-18,Low Value,2,81.28,3.72,1
C01308,2024-02-29,Low Value,3,126.15,3.87,0
C01309,2024-01-06,Low Value,2,106.21,2.29,1
C01310,2023-05-30,Mid Value,3,322.11,3.61,0
C01311,2024-03-16,Low Value,1,43.22,3.46,0
C01312,2024-05-13,High Value,4,1269.0,3.42,0
C01313,2024-09-17,Mid Value,1,117.1,4.03,0
C01314,2023-03-12,Low Value,3,178.25,2.56,0
C01315,2024-03-25,Low Value,2,101.81,2.67,0
C01316,2024-02-25,Mid Value,5,552.79,4.83,0
C01317,2024-10-26,Mid Value,5,720.7,5.0,0
C01318,2024-10-06,Mid Value,4,469.93,5.0,0
C01319,2024-11-03,Mid Value,2,246.62,3.73,0
C01320,2023-05-11,Low Value,1,45.15,5.0,0
C01321,2023-09-27,Low Value,2,94.14,4.52,0
C01322,2024-04-06,Low Value,5,278.41,3.24,1
C01323,2024-07-03,Mid Value,3,371.28,3.77,0
C01324,2024-04-02,Low Value,1,64.67,3.47,0
C01325,2023-05-03,Mid Value,3,398.54,4.53,0
C01326,2024-12-12,Low Value,5,267.29,3.73,0
C01327,2024-12-23,Mid Value,3,399.96,3.91,1
C01328,2023-10-27,High Value,4,1063.62,4.04,0
C01329,2024-11-18,Low Value,3,149.13,3.22,1
C01330,2024-05-18,Low Value,3,126.42,2.47,1
C01331,2023-02-04,Low Value,1,37.02,3.72,0
C01332,2024-08-27,Mid Value,5,605.42,4.84,0
C01333,2023-06-29,Mid Value,4,445.1,3.49,1
C01334,2024-02-24,Low Value,4,138.23,2.88,0
C01335,2023-03-04,Low Value,4,197.85,3.72,0
C01336,2023-09-10,High Value,4,1767.05,4.22,0
C01337,2024-06-23,Mid Value,7,1014.39,4.6,1
C01338,2023-07-29,Low Value,2,136.73,3.17,0
C01339,2024-08-14,Low Value,3,98.35,2.22,0
C01340,2024-09-02,Mid Value,2,250.83,4.26,0
C01341,2023-08-06,Mid Value,2,286.78,3.69,1
C01342,2024-03-04,Mid Value,5,661.64,4.14,0
C01343,2024-04-11,Low Value,1,47.08,4.0,0
C01344,2023-06-01,Mid Value,3,254.36,4.32,0
C01345,2023-11-18,Low Value,3,152.27,3.29,1
C01346,2024-09-13,Low Value,3,126.28,2.84,0
C01347,2023-01-17,Mid Value,7,1087.68,4.13,0
C01348,2024-05-01,Low Value,1,39.43,4.86,0
C01349,2023-01-01,Low Value,1,35.58,3.22,0
C01350,2023-09-24,Low Value,3,183.07,3.09,1
C01351,2024-12-13,Mid Value,4,588.62,4.19,0
C01352,2023-12-11,Low Value,2,93.89,3.77,0
C01353,2024-12-04,Mid Value,2,268.48,4.31,0
C01354,2024-11-18,Mid Value,1,80.74,4.04,0
C01355,2023-01-09,Low Value,1,34.96,3.85,0
C01356,2023-04-09,Low Value,4,196.73,3.2,0
C01357,2023-12-14,High Value,6,1536.16,4.57,0
C01358,2023-02-11,Mid Value,3,427.69,5.0,1
C01359,2023-02-07,High Value,7,2236.54,3.81,0
C01360,2024-05-08,Mid Value,6,796.89,3.83,0
C01361,2023-01-05,Mid Value,2,242.25,3.46,0
C01362,2023-12-02,Low Value,4,225.02,3.33,1
C01363,2024-04-15,Low Value,4,220.79,4.09,1
C01364,2024-04-10,Low Value,2,107.17,3.69,0
C01365,2023-06-16,Low Value,1,55.75,3.28,0
C01366,2023-11-25,High Value,5,1568.16,3.55,0
C01367,2023-02-28,Low Value,1,37.14,2.97,0
C01368,2023-03-10,Mid Value,5,459.58,3.85,0
C01369,2023-07-09,Mid Value,3,288.49,3.96,0
C01370,2024-03-02,Low Value,3,159.79,2.68,0
C01371,2023-08-11,Low Value,4,223.24,3.55,1
C01372,2023-04-16,High Value,3,898.51,3.38,0
C01373,2024-03-24,Mid Value,4,474.71,3.78,0
C01374,2023-02-21,Mid Value,4,494.4,4.73,0
C01375,2023-03-09,Low Value,3,87.25,2.99,0
C01376,2024-10-25,Low Value,1,51.37,3.88,0
C01377,2023-10-18,Low Value,1,64.22,3.51,0
C01378,2023-03-18,High Value,7,2200.11,2.88,0
C01379,2023-02-14,Mid Value,3,280.69,3.83,0
C01380,2023-05-02,Low Value,1,52.68,4.33,0
C01381,2024-10-13,Low Value,2,67.85,3.7,1
C01382,2024-08-26,Low Value,3,160.45,2.79,0
C01383,2024-08-09,Mid Value,1,71.01,3.18,0
C01384,2024-10-08,Low Value,4,137.3,2.98,0
C01385,2024-03-30,High Value,6,1892.2,3.16,1
C01386,2024-09-10,Low Value,2,110.07,3.76,0
C01387,2023-02-28,Low Value,4,215.52,4.04,0
C01388,2024-09-02,Low Value,3,131.06,3.95,0
C01389,2023-09-21,Low Value,3,186.62,2.72,0
C01390,2024-11-16,Low Value,1,47.3,3.27,0
C01391,2023-10-04,Mid Value,4,530.13,3.92,0
C01392,2024-07-13,Low Value,2,47.1,3.69,0
C01393,2024-05-20,Mid Value,7,884.62,3.56,0
C01394,2023-10-29,Low Value,2,102.52,4.75,0
C01395,2024-09-17,Low Value,1,80.12,2.89,0
C01396,2023-07-21,Mid Value,3,304.86,3.76,0
C01397,2024-02-03,Low Value,2,97.84,3.08,0
C01398,2023-01-10,Low Value,1,55.38,2.83,0
C01399,2024-02-25,Low Value,5,292.3,4.17,0
C01400,2023-04-02,Mid Value,3,559.26,3.9,0
C01401,2023-11-19,Mid Value,8,914.42,4.56,0
C01402,2024-09-26,Low Value,1,42.4,3.22,1
C01403,2024-02-18,Mid Value,3,350.64,3.47,1
C01404,2023-11-18,Low Value,2,105.48,3.34,0
C01405,2023-10-29,Low Value,1,57.82,3.35,0
C01406,2024-10-11,Low Value,4,192.41,3.91,0
C01407,2023-12-12,Mid Value,7,916.42,3.49,0
C01408,2023-07-12,High Value,5,1772.86,4.35,0
C01409,2024-02-14,Low Value,1,59.89,3.39,0
C01410,2023-06-01,High Value,9,3945.51,4.37,0
C01411,2024-11-06,High Value,3,1320.85,3.72,0
C01412,2023-06-21,Low Value,2,86.07,3.46,0
C01413,2024-11-27,Low Value,1,52.58,3.17,0
C01414,2023-10-15,High Value,3,751.01,4.35,0
C01415,2024-07-01,Low Value,3,184.55,3.68,0
C01416,2023-10-15,Low Value,2,107.99,2.75,0
C01417,2023-10-17,Low Value,1,44.77,4.23,0
C01418,2024-01-12,Low Value,1,43.63,2.64,0
C01419,2024-08-04,Low Value,1,61.46,3.21,0
C01420,2023-12-03,Low Value,3,140.8,3.38,0
C01421,2023-06-09,Low Value,1,53.67,3.0,0
C01422,2023-06-11,Mid Value,4,356.98,4.52,0
C01423,2023-12-07,Low Value,1,37.43,2.9,1
C01424,2023-03-02,Low Value,1,57.89,3.43,0
C01425,2023-05-21,Mid Value,6,674.1,4.22,1
C01426,2023-07-24,Mid Value,4,500.91,4.03,0
C01427,2024-07-06,Mid Value,4,431.2,4.52,0
C01428,2023-02-08,Low Value,1,62.39,3.28,0
C01429,2024-04-17,Low Value,1,36.5,3.34,1
C01430,2023-07-27,Low Value,2,108.61,3.35,0
C01431,2024-11-01,Mid Value,3,289.09,4.67,0
C01432,2023-04-02,Low Value,2,93.16,3.3,0
C01433,2023-10-11,High Value,9,3644.79,3.8,0
C01434,2023-11-11,Mid Value,2,274.22,4.74,0
C01435,2024-03-28,High Value,2,488.32,4.44,0
C01436,2024-01-12,Low Value,2,134.83,4.2,0
C01437,2024-11-09,Low Value,1,46.02,4.1,0
C01438,2024-05-17,Mid Value,5,713.32,4.57,0
C01439,2024-02-25,Low Value,2,91.83,2.91,0
C01440,2024-05-06,Mid Value,10,1289.18,3.84,0
C01441,2024-12-17,Mid Value,3,372.62,4.44,0
C01442,2023-06-02,Low Value,2,110.32,3.05,0
C01443,2023-01-17,Low Value,3,138.36,3.21,0
C01444,2024-05-31,Mid Value,2,206.02,4.21,0
C01445,2023-06-28,Mid Value,1,149.12,4.49,1
C01446,2024-04-01,Low Value,2,104.38,3.36,0
C01447,2023-04-26,Mid Value,5,547.03,3.31,1
C01448,2023-05-12,Low Value,1,42.65,3.45,0
C01449,2023-07-19,Low Value,1,41.11,3.34,0
C01450,2024-12-18,Mid Value,10,1322.0,4.16,1
C01451,2023-02-05,Mid Value,5,664.12,3.41,0
C01452,2023-02-10,Mid Value,4,315.82,4.14,0
C01453,2023-01-21,Mid Value,2,228.48,5.0,0
C01454,2024-08-16,Mid Value,2,240.54,4.66,0
C01455,2024-04-06,Mid Value,3,381.85,3.43,0
C01456,2024-12-02,Low Value,3,137.32,3.15,0
C01457,2023-08-17,Low Value,2,106.84,2.52,1
C01458,2024-05-25,Low Value,2,111.7,3.67,0
C01459,2024-06-16,Low Value,1,36.97,4.5,0
C01460,2023-08-13,Low Value,1,48.64,2.93,0
C01461,2024-09-28,Low Value,2,110.38,4.55,0
C01462,2023-12-19,Mid Value,6,880.72,4.71,1
C01463,2023-08-15,Low Value,3,104.57,3.2,0
C01464,2023-10-12,Mid Value,3,404.11,3.74,0
C01465,2023-11-16,Low Value,5,205.06,3.71,0
C01466,2023-08-29,Low Value,3,140.4,2.79,0
C01467,2023-04-27,Mid Value,2,250.91,4.38,0
C01468,2024-09-05,Mid Value,3,370.98,3.89,0
C01469,2023-08-27,High Value,4,1612.3,3.58,0
C01470,2024-09-06,Mid Value,4,603.72,4.17,0
C01471,2024-02-07,High Value,6,3195.53,4.14,0
C01472,2023-11-22,High Value,2,735.4,3.76,0
C01473,2024-03-17,Mid Value,6,1028.83,3.37,0
C01474,2024-01-15,Mid Value,2,321.17,4.4,0
C01475,2023-07-02,Mid Value,6,641.63,4.6,0
C01476,2023-09-14,Low Value,4,169.3,3.56,0
C01477,2023-08-04,Low Value,2,88.89,2.61,0
C01478,2023-08-28,Low Value,1,33.15,3.35,0
C01479,2023-06-05,High Value,7,2462.45,3.96,0
C01480,2023-05-08,Low Value,3,182.13,2.61,0
C01481,2023-06-14,Low Value,1,55.99,3.58,0
C01482,2023-04-05,Mid Value,3,341.99,4.51,0
C01483,2023-03-19,Mid Value,4,482.94,4.65,0
C01484,2023-11-16,Low Value,2,102.29,4.04,1
C01485,2024-07-20,Low Value,3,165.75,3.36,0
C01486,2024-02-28,Low Value,1,56.47,3.24,0
C01487,2024-05-07,Low Value,3,79.72,3.49,1
C01488,2023-01-08,Low Value,5,228.52,3.35,0
C01489,2024-03-08,Low Value,2,85.3,2.56,0
C01490,2024-01-08,Mid Value,4,420.99,3.73,0
C01491,2024-11-21,Mid Value,2,220.56,4.03,0
C01492,2024-12-11,Low Value,1,32.63,4.1,0
C01493,2024-08-03,Mid Value,7,509.82,3.86,0
C01494,2023-05-22,Low Value,3,172.17,3.27,0
C01495,2023-07-18,Mid Value,4,443.71,4.4,1
C01496,2024-10-24,Low Value,5,237.54,2.54,0
C01497,2023-05-02,Low Value,1,44.75,3.07,1
C01498,2023-09-25,Mid Value,5,597.65,4.25,1
C01499,2023-07-09,Low Value,5,193.14,2.54,1
C01500,2024-08-08,Low Value,1,43.83,3.65,0
C01501,2023-05-24,Mid Value,2,215.19,4.23,0
C01502,2023-08-07,Low Value,1,67.99,3.12,0
C01503,2023-05-14,Low Value,3,157.99,3.99,0
C01504,2024-03-14,Low Value,2,105.74,4.22,1
C01505,2024-01-10,High Value,8,2942.56,3.42,0
C01506,2024-11-30,Low Value,2,101.29,2.85,0
C01507,2023-06-17,Low Value,1,67.31,3.5,1
C01508,2024-08-01,Low Value,4,215.51,3.94,0
C01509,2024-03-21,High Value,9,3198.15,4.44,0
C01510,2024-09-01,Low Value,3,144.9,3.13,1
C01511,2023-07-21,High Value,5,1828.97,3.5,0
C01512,2024-01-31,Low Value,1,54.35,4.26,1
C01513,2023-10-11,Low Value,2,79.81,3.45,0
C01514,2024-03-16,Mid Value,7,1076.36,3.73,0
C01515,2024-09-15,Low Value,3,130.06,4.46,0
C01516,2023-08-31,Low Value,2,70.83,4.14,0
C01517,2024-03-10,Low Value,1,42.52,3.3,0
C01518,2024-05-13,Mid Value,2,240.08,3.1,1
C01519,2024-12-11,Low Value,5,239.91,4.24,0
C01520,2024-09-27,Mid Value,3,263.07,4.88,0
C01521,2024-10-28,Low Value,3,105.49,4.26,0
C01522,2024-07-17,Low Value,2,122.58,2.36,0
C01523,2024-05-24,Low Value,1,31.32,4.04,1
C01524,2024-05-23,Mid Value,3,397.87,3.77,0
C01525,2024-10-29,Mid Value,4,508.63,3.86,0
C01526,2023-12-25,Low Value,2,74.42,3.38,1
C01527,2024-02-26,Low Value,2,125.82,3.66,0
C01528,2024-08-10,Mid Value,7,869.39,3.97,0
C01529,2023-03-08,High Value,8,2402.0,3.29,0
C01530,2023-11-10,Mid Value,3,259.8,3.95,0
C01531,2023-06-27,High Value,5,2130.21,4.2,0
C01532,2024-03-22,Mid Value,1,87.47,3.42,0
C01533,2024-10-21,Low Value,3,88.46,4.45,0
C01534,2023-06-08,Mid Value,4,384.95,3.17,0
C01535,2024-11-29,Mid Value,4,523.31,4.62,0
C01536,2023-06-13,Low Value,2,79.23,3.76,0
C01537,2024-01-31,High Value,5,1443.16,3.72,0
C01538,2024-11-13,Mid Value,3,281.62,3.05,0
C01539,2024-02-12,Low Value,1,56.28,3.38,0
C01540,2024-09-24,Mid Value,3,404.47,3.48,0
C01541,2024-08-15,Low Value,1,37.0,3.97,0
C01542,2023-08-06,High Value,9,2856.96,5.0,0
C01543,2024-02-16,Mid Value,5,681.33,4.64,0
C01544,2024-11-25,Mid Value,6,870.24,4.26,0
C01545,2023-01-05,Low Value,1,50.46,3.48,1
C01546,2024-04-26,High Value,6,1904.89,3.57,0
C01547,2024-07-08,Low Value,1,40.15,3.42,0
C01548,2023-03-19,Mid Value,2,233.71,4.47,0
C01549,2024-02-01,Mid Value,3,322.61,3.54,0
C01550,2024-07-04,Low Value,2,107.26,4.03,0
C01551,2024-08-02,High Value,5,2170.45,3.43,0
C01552,2024-06-06,Mid Value,4,511.87,4.18,0
C01553,2024-08-08,Low Value,5,250.57,3.6,1
C01554,2023-01-09,Mid Value,2,262.91,3.03,0
C01555,2024-10-26,Low Value,1,52.15,4.04,1
C01556,2023-07-06,Low Value,1,40.24,2.69,0
C01557,2024-05-04,Low Value,3,109.12,1.92,1
C01558,2023-09-22,Low Value,3,155.92,2.62,0
C01559,2024-02-18,Low Value,2,87.03,3.8,0
C01560,2023-06-06,Mid Value,3,433.89,4.16,0
C01561,2023-07-02,Low Value,1,40.52,3.6,0
C01562,2023-10-14,Mid Value,3,380.24,3.88,0
C01563,2023-07-20,Low Value,1,54.49,3.59,1
C01564,2024-08-15,Mid Value,3,341.86,4.67,0
C01565,2023-07-31,Low Value,3,136.43,3.4,1
C01566,2023-06-25,Mid Value,6,526.32,3.99,0
C01567,2023-01-17,Low Value,1,54.44,3.02,1
C01568,2024-02-17,Low Value,1,38.31,3.58,0
C01569,2023-05-06,Low Value,4,270.43,3.38,0
C01570,2023-08-23,Low Value,2,61.32,4.75,1
C01571,2023-03-24,Low Value,2,107.15,3.35,0
C01572,2023-08-22,Mid Value,4,635.36,3.52,0
C01573,2023-01-27,Mid Value,4,518.23,3.32,0
C01574,2023-06-03,Low Value,3,147.08,3.79,0
C01575,2024-08-30,Mid Value,6,733.88,3.74,0
C01576,2023-04-10,Low Value,1,33.51,2.8,0
C01577,2024-11-09,High Value,2,847.21,3.8,0
C01578,2023-09-16,Mid Value,4,464.42,4.07,0
C01579,2024-07-12,High Value,3,645.3,4.28,0
C01580,2023-07-10,Low Value,2,71.31,4.02,0
C01581,2023-10-02,Low Value,3,146.52,3.64,0
C01582,2023-03-15,Mid Value,8,487.22,3.33,0
C01583,2024-08-15,Mid Value,4,376.34,4.14,1
C01584,2023-10-31,Low Value,1,60.0,4.45,1
C01585,2024-07-01,Low Value,1,37.86,4.88,1
C01586,2023-06-13,Mid Value,3,390.2,4.5,0
C01587,2023-02-04,High Value,8,3265.89,2.63,0
C01588,2024-09-15,Low Value,1,53.76,2.76,0
C01589,2024-03-23,Mid Value,4,591.74,4.67,0
C01590,2023-05-01,Low Value,1,73.89,2.98,0
C01591,2023-11-26,Mid Value,3,390.29,3.05,0
C01592,2024-01-25,High Value,3,1165.16,3.68,0
C01593,2023-10-20,Mid Value,3,311.81,3.95,0
C01594,2023-12-08,Mid Value,3,278.11,4.26,0
C01595,2023-09-22,Mid Value,5,636.18,4.84,0
C01596,2023-08-18,Low Value,5,190.32,3.53,0
C01597,2024-12-25,Mid Value,2,177.74,4.86,1
C01598,2023-03-21,Low Value,3,133.95,3.4,0
C01599,2023-05-03,High Value,7,2055.14,4.11,0
C01600,2024-07-15,High Value,10,4098.44,3.73,0
C01601,2023-08-02,Low Value,1,48.6,3.92,1
C01602,2024-08-01,Mid Value,5,325.78,3.93,0
C01603,2024-09-01,Mid Value,2,222.23,4.32,0
C01604,2023-04-22,Mid Value,3,306.94,4.52,0
C01605,2024-10-18,Low Value,1,47.52,3.93,0
C01606,2024-05-08,Mid Value,4,376.96,2.64,0
C01607,2024-07-21,Mid Value,2,207.02,3.93,0
C01608,2024-06-03,Mid Value,3,340.26,4.21,0
C01609,2024-05-02,High Value,3,592.04,4.07,0
C01610,2024-02-22,Mid Value,4,535.49,4.76,0
C01611,2024-11-03,Low Value,1,49.77,3.65,0
C01612,2024-02-05,Mid Value,3,304.29,4.39,0
C01613,2024-10-23,Low Value,2,120.89,3.35,0
C01614,2024-06-12,Low Value,2,112.09,3.13,0
C01615,2024-05-02,Mid Value,6,617.65,3.59,0
C01616,2024-04-30,Low Value,4,196.45,3.91,1
C01617,2024-11-16,Low Value,1,38.35,3.87,0
C01618,2023-03-15,Low Value,4,230.61,3.65,0
C01619,2023-09-12,Low Value,1,44.7,3.42,0
C01620,2024-10-09,Low Value,1,46.07,3.63,0
C01621,2023-09-20,Low Value,1,43.36,4.25,0
C01622,2024-06-09,Mid Value,10,1260.29,3.6,1
C01623,2024-09-13,Low Value,2,98.09,2.57,1
C01624,2023-07-14,Low Value,1,52.91,3.89,0
C01625,2023-07-02,Low Value,2,49.36,4.26,0
C01626,2023-08-09,Mid Value,2,192.68,3.1,0
C01627,2024-08-13,Low Value,7,335.85,3.55,1
C01628,2024-10-16,Low Value,3,159.72,3.03,0
C01629,2023-02-03,Mid Value,6,302.25,3.49,0
C01630,2024-05-10,Mid Value,3,296.51,2.78,0
C01631,2023-12-20,Mid Value,3,258.46,4.49,0
C01632,2024-04-17,Low Value,4,143.66,3.48,0
C01633,2024-09-29,Low Value,2,116.98,4.23,0
C01634,2024-04-12,Mid Value,10,1871.37,3.9,1
C01635,2024-04-18,Mid Value,4,416.66,4.54,0
C01636,2023-01-09,High Value,6,2226.19,4.05,0
C01637,2024-11-22,High Value,2,1147.08,4.81,0
C01638,2024-07-05,Low Value,4,228.14,2.74,0
C01639,2023-05-03,Low Value,2,94.5,2.56,0
C01640,2024-01-21,High Value,7,2461.65,3.92,0
C01641,2024-02-07,Low Value,2,90.11,3.31,0
C01642,2023-11-23,Mid Value,3,287.09,3.65,0
C01643,2024-06-08,Mid Value,5,468.63,4.34,0
C01644,2024-01-15,Mid Value,4,426.68,3.66,0
C01645,2023-07-29,Low Value,3,190.74,3.47,0
C01646,2024-12-03,High Value,6,1462.7,4.31,0
C01647,2023-10-14,Low Value,1,52.67,3.54,0
C01648,2023-08-28,High Value,4,1239.56,4.46,0
C01649,2024-04-07,Low Value,2,62.57,4.06,0
C01650,2024-02-04,Low Value,2,95.85,3.43,0
C01651,2024-09-27,Mid Value,10,1155.57,4.29,0
C01652,2023-09-21,High Value,7,2272.98,3.53,0
C01653,2023-03-03,Low Value,1,57.4,3.78,1
C01654,2024-10-19,Low Value,4,115.68,3.58,0
C01655,2023-04-16,Low Value,4,164.33,4.45,0
C01656,2023-01-04,Mid Value,2,288.61,4.54,0
C01657,2024-10-28,Low Value,1,71.97,2.85,1
C01658,2023-10-19,Mid Value,5,520.66,4.31,0
C01659,2024-08-07,Mid Value,2,181.24,4.41,0
C01660,2023-04-11,Low Value,2,88.81,3.58,0
C01661,2023-01-03,Mid Value,5,880.92,3.89,0
C01662,2024-08-27,Mid Value,3,392.78,4.0,0
C01663,2024-02-04,Low Value,1,52.47,2.48,0
C01664,2023-09-25,Low Value,1,40.5,3.55,0
C01665,2023-09-08,Mid Value,2,259.32,3.76,0
C01666,2024-01-29,Low Value,3,168.14,3.94,1
C01667,2023-10-26,Mid Value,3,393.98,2.79,1
C01668,2023-11-26,Mid Value,2,301.39,3.86,0
C01669,2024-12-14,Low Value,2,96.43,3.55,0
C01670,2023-07-14,Low Value,1,42.72,4.41,1
C01671,2023-04-13,Low Value,3,135.2,3.98,1
C01672,2023-12-25,Low Value,2,105.02,3.06,1
C01673,2023-04-07,Mid Value,3,261.38,3.38,0
C01674,2024-10-04,Low Value,1,47.0,2.98,0
C01675,2024-07-28,Low Value,2,107.66,3.3,0
C01676,2023-10-19,Mid Value,3,415.64,3.49,0
C01677,2023-04-30,High Value,4,1303.94,4.1,0
C01678,2024-08-08,High Value,4,1223.53,3.63,0
C01679,2024-11-05,Mid Value,1,145.65,3.99,0
C01680,2023-05-22,High Value,6,2124.31,2.96,1
C01681,2023-07-31,Mid Value,2,242.43,4.21,0
C01682,2023-01-06,Low Value,2,118.37,2.9,0
C01683,2023-12-16,Low Value,3,169.02,3.6,0
C01684,2023-01-22,Low Value,2,111.06,3.55,0
C01685,2024-01-20,Low Value,2,101.77,3.79,1
C01686,2023-08-18,Low Value,1,42.17,3.86,1
C01687,2024-01-28,Low Value,1,61.18,3.11,0
C01688,2024-07-31,Mid Value,4,324.83,4.59,0
C01689,2024-09-11,Low Value,2,105.38,3.26,0
C01690,2024-08-27,Mid Value,7,903.19,4.76,0
C01691,2024-12-23,High Value,6,2379.57,3.19,0
C01692,2023-03-30,Low Value,3,148.2,3.76,0
C01693,2024-03-22,Mid Value,4,504.73,3.97,0
C01694,2023-08-15,Mid Value,4,513.84,4.82,0
C01695,2024-02-23,Low Value,1,49.63,4.0,0
C01696,2024-06-27,Mid Value,5,637.12,3.8,1
C01697,2023-02-24,High Value,3,906.05,3.6,0
C01698,2024-04-24,High Value,5,1056.55,4.45,0
C01699,2024-04-20,Low Value,1,51.53,3.35,0
C01700,2024-10-09,High Value,6,2297.94,3.83,0
C01701,2023-03-24,Mid Value,4,421.0,3.2,0
C01702,2023-12-30,High Value,4,1552.67,3.96,0
C01703,2023-08-08,Mid Value,4,543.29,3.32,0
C01704,2024-01-25,Low Value,1,52.34,3.19,0
C01705,2024-10-15,Mid Value,4,642.43,3.83,0
C01706,2024-08-02,Mid Value,9,1034.73,3.64,0
C01707,2024-02-16,Low Value,1,43.6,3.45,0
C01708,2024-07-07,Low Value,3,136.41,3.66,0
C01709,2023-04-18,Low Value,1,51.46,2.8,0
C01710,2023-09-20,High Value,3,915.57,3.46,0
C01711,2023-02-09,Mid Value,3,444.05,3.34,0
C01712,2023-04-23,Low Value,3,122.33,3.69,1
C01713,2023-08-10,Low Value,2,79.54,4.2,0
